"","...1","playerID","Player","votedBy","G","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","PrimaryTeam","PrimaryLg","all_star","gold_glove","lou_gehrig_memorial_award","most_valuable_player","tsn_player_of_the_year","hutch_award","tsn_fireman_of_the_year","silver_slugger","hank_aaron_award","rookie_of_the_year","baseball_magazine_all_star","pitching_triple_crown","rolaids_relief_man_award","tsn_major_league_player_of_the_year","alcs_mvp","all_star_game_mvp","babe_ruth_award","tsn_pitcher_of_the_year","cy_young_award","nlcs_mvp","roberto_clemente_award","world_series_mvp","tsn_reliever_of_the_year","comeback_player_of_the_year","branch_rickey_award","reliever_of_the_year_award","triple_crown","tsn_guide_mvp","outstanding_dh_award","AVG","OBP","1B","SLG","Steroids","nice_guy_awards","Pos","war","all_stars"
"540",540,"mccutan01","Andrew McCutchen","BBWAA",1895,7035,1118,1948,392,49,287,1002,205,84,983,1542,67,81,3,66,118,"PIT","NL",5,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0.277,0.369,1220,0.469,0,1,"CF",47,5
"541",541,"mcdougi01","Gil McDougald","Veterans",1336,4676,697,1291,187,51,112,576,45,44,559,623,NA,36,97,NA,93,"NYA","AL",6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.276,0.351,941,0.41,0,1,"2B",40.6,6
"542",542,"mcgeewi01","Willie McGee","Veterans",2201,7649,1010,2254,350,94,79,856,352,121,448,1238,58,15,30,46,157,"SLN","NL",4,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.295,0.332,1731,0.396,0,0,"CF",34.2,4
"543",543,"mcinnst01","Stuffy McInnis","Veterans",2128,7822,872,2405,312,101,20,1063,172,NA,380,NA,NA,38,383,NA,NA,"PHA","AL",5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.307,0.327,1972,0.381,0,0,"1B",34.6,0
"544",544,"mclouna01","Nate McLouth","BBWAA",1045,3257,521,803,191,19,101,333,133,24,366,639,23,59,36,19,41,"PIT","NL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.247,0.329,492,0.41,0,0,"CF",6.5,1
"545",545,"mcmilro01","Roy McMillan","Veterans",2093,6752,739,1639,253,35,68,594,41,36,665,711,NA,57,140,NA,163,"CIN","NL",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.243,0.31,1283,0.321,0,0,"SS",25.8,2
"546",546,"mcquige02","George McQuinn","Veterans",1550,5747,832,1588,315,64,135,794,32,NA,712,634,NA,8,130,NA,NA,"SLA","AL",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.276,0.35,1074,0.424,0,0,"1B",21.6,7
"547",547,"mcraeha01","Hal McRae","Veterans",2084,7218,940,2091,484,66,191,1097,109,78,648,779,69,79,28,85,186,"KCA","AL",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.29,0.35,1350,0.454,0,0,"DH",27.9,3
"548",548,"melilsk01","Oscar Melillo","Veterans",1377,5063,590,1316,210,64,22,548,69,65,327,306,NA,12,134,NA,NA,"SLA","AL",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.26,0.299,1020,0.34,0,0,"2B",-1,0
"549",549,"meltobi01","Bill Melton","Veterans",1144,3971,496,1004,162,9,160,591,23,24,479,669,29,44,20,43,94,"CHA","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.253,0.335,673,0.419,0,0,"3B",18.7,1
"550",550,"menkede01","Denis Menke","Veterans",1598,5071,605,1270,225,40,101,606,34,54,698,853,73,46,54,65,99,"HOU","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.25,0.339,904,0.37,0,0,"SS",28.1,2
"551",551,"metzgro01","Roger Metzger","Veterans",1219,4201,453,972,101,71,5,254,83,36,355,449,34,8,90,22,79,"HOU","NL",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.231,0.286,795,0.293,0,0,"SS",3.4,0
"552",552,"michaca01","Cass Michaels","Veterans",1288,4367,508,1142,147,46,53,501,64,32,566,406,NA,24,63,NA,116,"CHA","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.262,0.345,896,0.353,0,0,"2B",15.9,2
"553",553,"mientdo01","Doug Mientkiewicz","Veterans",1087,3312,422,899,221,11,66,405,14,15,438,472,34,41,16,36,78,"MIN","AL",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.271,0.359,601,0.405,0,0,"1B",11.8,0
"554",554,"millafe01","Felix Millan","Veterans",1480,5791,699,1617,229,38,22,403,67,43,318,242,40,63,121,32,146,"ATL","NL",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.279,0.316,1328,0.343,0,0,"2B",17.6,3
"555",555,"milleda02","Damian Miller","Veterans",989,3182,361,834,205,4,87,406,5,5,303,772,42,26,23,24,108,"ARI","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.262,0.327,538,0.411,0,0,"C",8.9,1
"556",556,"milleed03","Eddie Miller","Veterans",1510,5337,539,1270,263,28,97,640,64,NA,351,465,NA,44,84,NA,133,"CIN","NL",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.238,0.286,882,0.352,0,0,"SS",22.4,7
"557",557,"milleri01","Rick Miller","Veterans",1482,3887,552,1046,161,35,28,369,78,65,454,583,23,16,60,23,68,"BOS","AL",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.269,0.341,822,0.35,0,0,"CF",15.5,0
"558",558,"minchdo01","Don Mincher","Veterans",1400,4026,530,1003,176,16,200,643,24,32,606,668,76,27,29,37,89,"MIN","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.249,0.346,611,0.45,0,0,"1B",23.1,2
"559",559,"mitchda01","Dale Mitchell","Veterans",1127,3984,555,1244,169,61,41,403,45,47,346,119,NA,5,21,NA,65,"CLE","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.312,0.366,973,0.416,0,0,"LF",19.5,2
"560",560,"mitchke01","Kevin Mitchell","Veterans",1223,4134,630,1173,224,25,234,760,30,31,491,719,87,27,2,42,89,"SFN","NL",2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.284,0.36,690,0.52,0,0,"LF",29.1,2
"561",561,"molinbe01","Bengie Molina","Veterans",1362,4812,457,1317,217,6,144,711,3,7,208,471,26,49,27,63,173,"ANA","AL",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.274,0.305,950,0.411,0,0,"C",10.7,0
"562",562,"molinya01","Yadier Molina","BBWAA",2226,7817,777,2168,408,7,176,1022,71,37,542,922,50,76,43,75,287,"SLN","NL",10,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0.277,0.326,1577,0.399,0,1,"C",42.3,10
"563",563,"mondari01","Rick Monday","Veterans",1986,6136,950,1619,248,64,241,775,98,91,924,1513,107,24,46,32,71,"LAN","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.264,0.358,1066,0.443,0,0,"CF",33.1,2
"564",564,"mondera01","Raul Mondesi","Veterans",1525,5814,909,1589,319,49,271,860,229,92,475,1130,50,41,2,37,93,"LAN","NL",1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.273,0.331,950,0.485,0,0,"RF",29.5,1
"565",565,"moneydo01","Don Money","Veterans",1720,6215,798,1623,302,36,176,729,80,51,600,866,45,40,90,53,121,"ML4","AL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.261,0.323,1109,0.406,0,0,"3B",36.5,4
"566",566,"montawi01","Willie Montanez","Veterans",1632,5843,645,1604,279,25,139,802,32,42,465,751,103,24,10,65,162,"PHI","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.275,0.327,1161,0.402,0,0,"1B",1.6,1
"567",567,"montemi01","Miguel Montero","BBWAA",1185,3801,458,973,197,7,126,550,5,9,446,881,56,54,5,37,106,"ARI","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.256,0.339,643,0.411,0,0,"C",14.3,2
"568",568,"moonwa01","Wally Moon","Veterans",1457,4843,737,1399,212,60,142,661,89,68,644,591,NA,13,31,35,121,"LAN","NL",3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.289,0.369,985,0.445,0,0,"LF",24.9,3
"569",569,"moorege03","Gene Moore","Veterans",1042,3543,497,958,179,53,58,436,31,NA,317,401,NA,14,39,NA,NA,"BSN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.27,0.329,668,0.4,0,0,"RF",15.3,1
"570",570,"moorejo02","Jo-Jo Moore","Veterans",1335,5427,809,1615,258,53,79,513,46,NA,348,247,NA,37,36,NA,NA,"NY1","NL",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.298,0.342,1225,0.408,0,0,"LF",18.9,6
"571",571,"moralje01","Jerry Morales","Veterans",1441,4528,516,1173,199,36,95,570,37,57,366,567,33,14,20,56,124,"CHN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.259,0.312,843,0.382,0,0,"RF",-2,1
"572",572,"moralke01","Kendrys Morales","BBWAA",1363,4856,584,1289,257,7,213,740,6,15,417,978,39,48,0,36,170,"LAA","AL",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.265,0.327,812,0.453,0,0,"DH",13.3,0
"573",573,"morame01","Melvin Mora","Veterans",1556,5422,794,1503,283,19,171,754,93,55,520,953,18,117,50,49,112,"BAL","AL",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.277,0.348,1030,0.431,0,0,"3B",28.2,2
"574",574,"moranmi01","Mickey Morandini","Veterans",1298,4558,597,1222,209,54,32,351,123,45,437,714,19,56,61,23,94,"PHI","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.268,0.334,927,0.359,0,0,"2B",9.8,1
"575",575,"morelmi01","Mitch Moreland","BBWAA",1260,4071,527,1020,219,9,186,618,11,5,385,975,34,35,6,39,97,"TEX","AL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.251,0.317,606,0.446,0,0,"1B",10.8,1
"576",576,"morneju01","Justin Morneau","BBWAA",1545,5699,772,1603,349,23,247,985,5,10,573,988,92,46,0,74,138,"MIN","AL",4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.281,0.348,984,0.481,0,0,"1B",27,4
"577",577,"mosebll01","Lloyd Moseby","Veterans",1588,5815,869,1494,273,66,169,737,280,92,616,1135,46,58,40,45,105,"TOR","AL",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.257,0.33,986,0.414,0,0,"CF",27.6,1
"578",578,"mosesje01","Jerry Moses","Veterans",386,1072,89,269,48,8,25,109,1,4,63,184,19,8,7,9,27,"BOS","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.251,0.293,188,0.381,0,0,"C",1.6,1
"579",579,"moseswa01","Wally Moses","Veterans",2012,7356,1124,2138,435,110,89,679,174,81,821,457,NA,21,55,NA,NA,"PHA","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.291,0.361,1504,0.416,0,0,"RF",36.5,2
"580",580,"mossbr01","Brandon Moss","BBWAA",1016,3133,419,742,159,17,160,473,11,11,328,968,23,36,0,24,54,"OAK","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.237,0.314,406,0.452,0,0,"1B",5,1
"581",581,"mostijo01","Johnny Mostil","Veterans",972,3507,618,1054,209,82,23,376,176,NA,415,336,NA,70,104,NA,NA,"CHA","AL",2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.301,0.376,740,0.427,0,0,"CF",24.2,0
"582",582,"motama01","Manny Mota","Veterans",1536,3779,496,1149,125,52,31,438,50,42,289,320,43,28,95,36,99,"LAN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.304,0.347,941,0.389,0,0,"LF",17.4,1
"583",583,"moustmi01","Mike Moustakas","BBWAA",1315,4708,552,1165,259,6,203,635,21,10,376,873,25,57,8,42,115,"KCA","AL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0.247,0.308,697,0.434,0,0,"3B",12.9,3
"584",584,"muellbi02","Bill Mueller","Veterans",1216,4223,663,1229,265,22,85,493,20,18,543,571,17,35,37,48,105,"SFN","NL",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.291,0.37,857,0.425,0,0,"3B",23.9,0
"585",585,"muelldo01","Don Mueller","Veterans",1245,4364,499,1292,139,37,65,520,11,NA,167,146,NA,13,29,NA,97,"NY1","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.296,0.322,1051,0.39,0,0,"RF",4.1,2
"586",586,"muellra01","Ray Mueller","Veterans",985,2911,281,733,123,23,56,373,14,NA,250,322,NA,13,64,NA,77,"CIN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.252,0.308,531,0.368,0,0,"C",13.9,1
"587",587,"mullipa01","Pat Mullin","Veterans",864,2493,381,676,106,43,87,385,20,27,330,312,NA,6,20,NA,37,"DET","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.271,0.355,440,0.453,0,0,"RF",10.6,2
"588",588,"mumphje01","Jerry Mumphrey","Veterans",1585,4993,660,1442,217,55,70,575,174,80,478,688,49,4,29,41,108,"SLN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.289,0.347,1100,0.396,0,0,"CF",22.3,1
"589",589,"murcebo01","Bobby Murcer","Veterans",1908,6730,972,1862,285,45,252,1043,127,75,862,841,96,27,18,81,124,"NYA","AL",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.277,0.356,1280,0.445,0,0,"RF",32,5
"590",590,"murphda08","Daniel Murphy","BBWAA",1452,5308,710,1572,371,29,138,735,68,25,364,709,56,25,7,48,124,"NYN","NL",3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0.296,0.341,1034,0.455,0,0,"2B",20.4,3
"591",591,"murphdw01","Dwayne Murphy","Veterans",1360,4347,648,1069,139,20,166,609,100,61,747,953,39,19,84,45,92,"OAK","AL",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.246,0.35,744,0.402,0,0,"CF",33.3,0
"592",592,"myerbu01","Buddy Myer","Veterans",1923,7038,1174,2131,353,130,38,850,156,109,965,428,NA,33,151,NA,NA,"WS1","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.303,0.382,1610,0.406,0,0,"2B",48.6,2
"593",593,"myershy01","Hi Myers","Veterans",1310,4910,555,1380,179,100,32,559,107,NA,195,362,NA,24,187,NA,NA,"BRO","NL",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.281,0.301,1069,0.378,0,0,"CF",8.8,0
"594",594,"myerswi01","Wil Myers","BBWAA",1063,3699,522,941,208,14,153,521,105,32,406,1121,17,16,1,27,87,"SDN","NL",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.254,0.329,566,0.442,0,0,"RF",13.6,1
"595",595,"napolmi01","Mike Napoli","BBWAA",1392,4572,697,1125,224,11,267,744,39,24,650,1468,31,69,2,36,114,"LAA","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.246,0.346,623,0.475,0,0,"1B",26.3,1
"596",596,"navardi01","Dioner Navarro","BBWAA",1009,3207,322,802,142,6,77,367,14,12,265,518,20,19,31,29,80,"TBA","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.25,0.306,577,0.37,0,0,"C",7.1,1
"597",597,"nelsoda01","Dave Nelson","Veterans",813,2578,340,630,77,19,20,211,187,73,220,392,10,13,48,16,51,"TEX","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.244,0.3,514,0.312,0,0,"2B",5.1,1
"598",598,"nettlgr01","Graig Nettles","Veterans",2700,8986,1193,2225,328,28,390,1314,32,36,1088,1209,94,50,12,90,197,"NYA","AL",6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.248,0.329,1479,0.421,0,0,"3B",68,6
"599",599,"nevinph01","Phil Nevin","Veterans",1217,4188,584,1131,209,6,208,743,18,5,449,1019,30,30,3,33,112,"SDN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.27,0.342,708,0.472,0,0,"3B",15.9,1
"600",600,"nichobi01","Bill Nicholson","Veterans",1677,5546,837,1484,272,60,235,948,27,NA,800,828,NA,52,20,NA,NA,"CHN","NL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.268,0.364,917,0.465,0,0,"RF",41.8,5
"601",601,"nokesma01","Matt Nokes","Veterans",902,2735,310,695,96,4,136,422,8,7,200,395,32,26,10,26,72,"DET","AL",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.254,0.307,459,0.441,0,0,"C",9.8,1
"602",602,"norenir01","Irv Noren","Veterans",1093,3119,443,857,157,35,65,453,34,24,335,350,NA,22,16,NA,55,"NYA","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.275,0.348,600,0.41,0,0,"CF",15.1,1
"603",603,"nunezed02","Eduardo Nunez","BBWAA",858,2813,353,776,148,19,58,309,142,38,135,400,6,16,20,24,64,"NYA","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.276,0.308,551,0.404,0,0,"3B",0.2,1
"604",604,"odeake01","Ken O'Dea","Veterans",832,2195,262,560,101,20,40,323,3,NA,273,251,NA,3,39,NA,50,"SLN","NL",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.255,0.333,399,0.374,0,0,"C",NA,NA
"605",605,"oestero01","Ron Oester","Veterans",1276,4214,458,1118,190,33,42,344,40,26,369,681,93,4,51,27,116,"CIN","NL",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.265,0.32,853,0.356,0,1,"2B",11,0
"606",606,"ofarrbo01","Bob O'Farrell","Veterans",1492,4101,517,1120,201,58,51,549,35,NA,547,408,NA,11,83,NA,NA,"CHN","NL",NA,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.273,0.354,810,0.388,0,0,"C",NA,NA
"607",607,"offerjo01","Jose Offerman","Veterans",1651,5681,840,1551,252,72,57,537,172,100,772,914,34,18,73,38,100,"LAN","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.273,0.356,1170,0.373,0,0,"SS",17.1,2
"608",608,"oglivbe01","Ben Oglivie","Veterans",1754,5913,784,1615,277,33,235,901,87,70,560,852,105,35,21,69,122,"ML4","AL",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.273,0.335,1070,0.45,0,0,"LF",26.4,3
"609",609,"olerujo01","John Olerud","Veterans",2234,7592,1139,2239,500,13,255,1230,11,14,1275,1016,157,88,12,96,232,"TOR","AL",2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.295,0.397,1471,0.465,0,1,"1B",58.2,2
"610",610,"oliveal01","Al Oliver","Veterans",2368,9049,1189,2743,529,77,219,1326,84,64,535,756,119,82,17,95,254,"PIT","NL",7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.303,0.344,1918,0.451,0,0,"CF",43.7,7
"611",611,"oneilpa01","Paul O'Neill","Veterans",2053,7318,1041,2105,451,21,281,1269,141,73,892,1166,107,22,7,90,221,"NYA","AL",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.288,0.362,1352,0.47,0,0,"RF",NA,NA
"612",612,"oneilst01","Steve O'Neill","Veterans",1590,4795,448,1259,248,34,13,537,30,NA,592,NA,NA,43,130,NA,NA,"CLE","AL",NA,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.263,0.341,964,0.337,0,0,"C",NA,NA
"613",613,"oneilti01","Tip O'Neill","Veterans",1052,4248,879,1385,222,92,52,757,NA,NA,420,NA,NA,NA,NA,NA,NA,"SL4","AA",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0.326,NA,1019,0.458,0,0,"LF",NA,NA
"614",614,"ordonma01","Magglio Ordonez","Veterans",1848,6978,1076,2156,426,21,294,1236,94,50,651,852,36,45,3,65,242,"CHA","AL",6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.309,0.368,1415,0.502,0,0,"RF",38.8,6
"615",615,"ortajo01","Jorge Orta","Veterans",1755,5829,733,1619,267,63,130,745,79,60,500,715,46,29,33,67,125,"CHA","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.278,0.333,1159,0.412,0,0,"2B",14.9,2
"616",616,"otisam01","Amos Otis","Veterans",1998,7299,1092,2020,374,66,193,1007,341,93,757,1008,53,33,54,103,158,"KCA","AL",5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.277,0.341,1387,0.425,0,0,"CF",42.8,5
"617",617,"owenmi01","Mickey Owen","Veterans",1209,3649,338,929,163,21,14,378,36,NA,326,181,NA,13,80,NA,122,"BRO","NL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.255,0.312,731,0.322,0,0,"C",4.7,4
"618",618,"ozunama01","Marcell Ozuna","BBWAA",1163,4422,582,1186,201,20,196,676,28,14,379,1042,15,17,1,23,109,"MIA","NL",2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.268,0.327,769,0.456,0,0,"LF",20.1,2
"619",619,"pacioto01","Tom Paciorek","Veterans",1392,4121,494,1162,232,30,86,503,55,38,245,704,25,38,22,39,92,"LAN","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.282,0.324,814,0.415,0,0,"LF",7.6,1
"620",620,"pafkoan01","Andy Pafko","Veterans",1852,6292,844,1796,264,62,213,976,38,NA,561,477,NA,76,82,NA,164,"CHN","NL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.285,0.347,1257,0.449,0,0,"CF",36.8,5
"621",621,"pagnoto01","Tom Pagnozzi","Veterans",927,2896,247,733,153,11,44,320,18,21,189,450,34,11,21,25,71,"SLN","NL",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.253,0.297,525,0.359,0,0,"C",7.7,1
"622",622,"palmede01","Dean Palmer","Veterans",1357,4902,734,1229,231,15,275,849,48,31,502,1332,21,54,4,51,94,"TEX","AL",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.251,0.324,708,0.472,0,0,"3B",13.3,1
"623",623,"palmera01","Rafael Palmeiro","Veterans",2831,10472,1663,3020,585,38,569,1835,97,40,1353,1348,172,87,15,119,232,"TEX","AL",4,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.288,0.37,1828,0.515,0,0,"1B",71.9,4
"624",624,"parrage01","Gerardo Parra","BBWAA",1519,4858,633,1335,269,42,90,532,97,55,318,920,49,40,35,39,113,"ARI","NL",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.275,0.32,934,0.403,0,0,"LF",10.8,0
